ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,acct_num,age
310-24-3661,373711222990773,Jacob,Hale,M,858 Robert Bypass,Canon City,CO,81212,38.4451,-105.2178,29742,Health promotion specialist,611759212133,46.602739726027394
069-09-1430,4768321021923785840,John,Arellano,M,618 Jesse Drive,Manistee,MI,49660,44.2635,-86.1825,14066,Hydrologist,820910906832,32.71780821917808
012-48-0983,213118498042533,Shannon,Solis,F,777 Cory Loaf,Salt Lake City,UT,84124,40.6772,-111.8133,594043,Surgeon,689915184885,66.81643835616438
880-10-2394,4821781923653467,Anthony,Reynolds,M,0356 Obrien Way Apt. 279,New Britain,CT,6053,41.6867,-72.7908,73240,Sales executive,450493725809,78.69589041095891
893-97-2577,4716906181208,Jaclyn,Long,F,548 Calhoun Walk Suite 876,West Linn,OR,97068,45.3669,-122.648,28305,Theme park manager,617166397458,56.12054794520548
620-77-9405,4517588914444981,Darren,Mcintosh,M,93543 Holmes Loop Suite 496,Great Falls,MT,59404,47.5098,-111.3405,72079,Emergency planning/management officer,673314781905,56.89041095890411
822-99-4834,4885379821432,Christine,Tyler,F,75367 Randolph Mount Suite 249,Gloucester,VA,23061,37.4126,-76.5464,21208,Building surveyor,134228618724,56.364383561643834
833-71-6441,502034778949,Kayla,Fisher,F,67917 Hughes Crest Apt. 215,Omaha,NE,68102,41.259,-95.9409,518429,Audiological scientist,927889178248,23.268493150684932
285-14-8987,180021630900155,William,Ball,M,3339 Reilly Knoll Apt. 208,Colorado Springs,CO,80903,38.8388,-104.8145,525713,Television/film/video producer,838878915271,50.706849315068496
176-50-3329,213121994711361,Daniel,Stevens,M,34103 Graham Wall,Conway,AR,72032,35.0842,-92.4236,77242,Tourism officer,424555754325,69.63013698630137
219-30-1645,2377269608437689,Gordon,Smith,M,9352 Carolyn Square Suite 263,Englewood,CO,80112,39.5805,-104.9011,99594,Engineering geologist,387896585980,58.92328767123288
281-32-4763,4970931706956,Ian,Smith,M,761 Scott Forks Suite 547,New Bern,NC,28562,35.1004,-77.1029,65097,"Designer, industrial/product",241242049503,52.31506849315068
661-67-9816,213106503121988,Amber,Miller,F,2426 Pitts Ferry Apt. 642,Ojai,CA,93023,34.4451,-119.2565,20589,"Scientist, research (life sciences)",253689883674,92.2027397260274
636-07-9382,4487623039111425,Kimberly,Maxwell,F,228 John Branch Suite 248,Franklin,WI,53132,42.9017,-88.0086,34863,Advertising art director,556202186507,72.97534246575343
404-18-2737,675922395941,Joel,Gibson,M,329 Carlos Lane,San Antonio,TX,78222,29.3831,-98.396,1595797,Copy,313535075309,41.15890410958904
542-63-6472,180087859964867,Christopher,Hodge,M,31954 Cassandra Loop,Irwin,ID,83428,43.3861,-111.2527,416,Museum/gallery exhibitions officer,328032182625,25.4027397260274
025-41-7983,4362792463200,Steven,Mckee,M,6775 Steven Mall Apt. 321,Lakeland,FL,33809,28.1762,-81.9591,237282,Hotel manager,57441045710,67.3972602739726
477-50-7101,2720458870715534,Eric,Hunter,M,28400 Crystal Landing,Newburgh,NY,12550,41.5372,-74.0526,54447,Aeronautical engineer,444307317250,52.16986301369863
818-79-7542,374508917768087,Monica,Knight,F,65742 Kathleen Flat,Ripley,MS,38663,34.7509,-88.924,11950,Chief Financial Officer,423556250187,41.726027397260275
404-29-0687,570236936268,Kimberly,Scott,F,12047 Jeffery Expressway,Batesville,IN,47006,39.3001,-85.2221,11727,"Research officer, political party",86389990188,33.704109589041096
471-44-6097,30498855829842,Renee,Osborne,F,06745 Porter Stream,Essex,MD,21221,39.3086,-76.4533,42154,Ophthalmologist,328958815917,34.30958904109589
110-19-9094,4372188566698,Erin,Miller,F,715 Ryan Via,Denver,CO,80211,39.7665,-105.0204,990452,Podiatrist,455928155661,32.320547945205476
032-43-6069,2263776936634396,Robert,Rogers,M,611 Christopher Street Apt. 286,Crozier,VA,23039,37.6718,-77.794,1056,"Research officer, government",102635035220,60.0027397260274
156-07-0035,30202455910246,Erin,Williams,F,90326 Rodriguez Ramp,Chapmanville,WV,25508,37.9385,-82.0512,9837,"Horticulturist, amenity",921766274898,66.06301369863014
074-79-4661,4794281793406529,Melissa,Patrick,F,446 Roman Freeway Suite 533,Andalusia,AL,36420,31.2971,-86.4905,19914,"Psychologist, clinical",773732864736,47.1972602739726
038-11-0963,3521722145593763,Jennifer,Spears,F,370 Moore Fields Suite 100,Aurora,CO,80015,39.6255,-104.7874,389246,Forensic psychologist,203536606385,75.83561643835617
475-85-6513,3572565920246174,Sheri,Cook,F,38974 Jennifer Mall,Pullman,WA,99163,46.7352,-117.1729,31404,Arboriculturist,11900752851,42.16164383561644
370-92-5620,3550178332584863,Stacy,Chaney,F,0798 Ryan Throughway,Saint Petersburg,FL,33705,27.7391,-82.6435,341043,"Programmer, multimedia",309428830047,57.61643835616438
019-53-9656,4767993593744031,Mary,Riley,F,0830 Stephanie Mission Apt. 606,Mchenry,IL,60050,42.3311,-88.2955,56812,Art gallery manager,85721695122,64.78904109589041
549-70-6829,676149079383,Mary,Roberts,F,68528 Alexis Meadow,Dudley,MA,1571,42.0489,-71.8932,11390,Cartographer,710081680991,58.794520547945204
492-03-1630,4244626325144889,Mark,Jones,M,03142 Kathy Junction,Elkville,IL,62932,37.9155,-89.2336,1592,Community development worker,843963062529,22.723287671232878
477-66-2001,30415152638403,Susan,Oliver,F,22528 Timothy Throughway,Bancroft,MI,48414,42.882,-84.1207,2492,Make,373790097990,60.915068493150685
812-97-7085,2663239791378761,Frank,Wood,M,73095 Vanessa Landing,Milan,IN,47031,39.1503,-85.1324,5368,Lexicographer,822123457099,28.838356164383562
323-60-1397,4988192778851900,Rachel,Little,F,8640 Brian Hills,Farmington,NM,87401,36.7412,-108.1797,57780,"Copywriter, advertising",286456738378,66.85753424657534
157-36-5570,6011851744600453,Cathy,Davis,F,991 Wilson Greens,Elkton,KY,42220,36.9094,-87.1678,6844,"Lecturer, further education",976324714626,42.178082191780824
188-74-3479,3530448818984845,Brian,Powell,M,6154 Derrick Court,Reading,PA,19606,40.3351,-75.875,213013,Theatre stage manager,115981337464,63.8986301369863
044-61-5917,6011429831522912,Lynn,Smith,F,228 Veronica Avenue,Milton,FL,32571,30.6698,-87.1794,83284,"Scientist, research (medical)",300111152241,95.9013698630137
814-94-3073,30306396384526,Jared,Garza,M,3916 Wong Parks Apt. 169,Monroe,ME,4951,44.5927,-69.0317,906,"Engineer, aeronautical",278085326817,55.47945205479452
591-24-9507,2242033016234192,Aaron,Clark,M,061 Clark Divide,Arroyo Grande,CA,93420,35.1661,-120.4651,28413,Data processing manager,711780509695,35.726027397260275
890-48-5327,6584732365337749,Jessica,King,F,2007 Harris Creek Suite 244,New Albin,IA,52160,43.4899,-91.2942,867,"Editor, film/video",843643900137,29.893150684931506
485-98-8677,2717543734764276,Connie,Conway,F,76388 Daniel Stravenue,New York City,NY,10025,40.7975,-73.9683,1577385,Metallurgist,281414968435,64.63835616438357
279-85-8463,4019134438998278029,Tyler,Murphy,M,507 Jacob Street Suite 644,Neenah,WI,54956,44.1811,-88.4792,42696,Theatre director,688051470363,65.74520547945205
686-78-9261,3516793350557386,Gavin,Perez,M,119 Jesse Way,Shelbyville,IL,62565,39.458,-88.8058,7538,Armed forces logistics/support/administrative officer,511981401938,31.40821917808219
548-95-1190,2707233351040968,Bryan,Ramirez,M,15391 Linda Turnpike Apt. 074,Henderson,NV,89015,36.0357,-114.9718,264999,Special educational needs teacher,722271927326,67.07945205479452
863-63-3545,6511893940655787,Melissa,Johnson,F,904 George Estate,Boynton Beach,FL,33436,26.5354,-80.1124,155385,Facilities manager,50412071277,23.865753424657534
201-27-3239,4707392013546212,Sandra,Moore,F,25082 Rodriguez Track Apt. 312,Lake Saint Louis,MO,63367,38.7936,-90.7854,19433,Pathologist,477207114932,58.0
717-22-4361,3572989376297459,Debbie,Lewis,F,64687 Nancy Crescent,Worton,MD,21678,39.2963,-76.1008,2301,Computer games developer,59703614299,65.30684931506849
755-90-8742,2707692082832300,Katie,Lawson,F,88158 Jordan Isle,Marion,IN,46952,40.5743,-85.6741,44485,Stage manager,906822987884,59.28493150684932
046-55-8037,4318297168157,Joel,Maldonado,M,00000 Marcus Throughway Apt. 137,Saint George,SC,29477,33.1845,-80.5732,6789,Chief Technology Officer,860878859875,26.016438356164382
664-48-0938,4255618444218294,Mary,Fernandez,F,8122 Mason Turnpike Apt. 567,Tatum,TX,75691,32.3266,-94.596,4219,Architect,478919535407,81.78082191780823
027-06-9818,501843655157,Nathaniel,Hill,M,6913 Hernandez Grove,Jefferson City,MO,65109,38.5773,-92.2443,68677,Sales promotion account executive,405108360912,46.1945205479452
051-47-5082,4080706336998791,Heather,Lutz,F,10401 King Pines,Fort Worth,TX,76137,32.8664,-97.2891,813980,Company secretary,613708757318,95.62739726027397
757-01-4287,4287738363816431,Brittney,Jones,F,428 Russell Estate Apt. 362,East Northport,NY,11731,40.857,-73.3146,30184,"Merchandiser, retail",797670987632,52.09041095890411
442-28-1706,4170646255402635582,Michael,Carter,M,176 Jenkins Harbors,Milwaukee,WI,53216,43.0859,-87.9742,817312,Horticultural therapist,633563425466,32.10958904109589
518-03-3701,3553888245279057,Amanda,Mcdaniel,F,3333 Lee Pine,Westminster,CA,92683,33.7524,-117.9939,89747,Furniture designer,346119051553,84.07397260273973
405-94-3636,4119787180933915,Mark,Gonzalez,M,65306 Jennifer Corner,Neenah,WI,54956,44.1811,-88.4792,42696,Veterinary surgeon,557320769935,70.95342465753424
777-42-6379,2486880023009156,Peggy,Rodriguez,F,803 Cook Route,Bridgeport,CT,6610,41.2005,-73.1688,144195,Research scientist (medical),799997303737,21.18082191780822
843-77-1962,3509365952014915,Rhonda,Pitts,F,84336 Cooper Burg Apt. 632,Shawnee Mission,KS,66223,38.8619,-94.661,370212,"Designer, industrial/product",240267343088,52.446575342465756
617-65-2423,2247455611404281,Kimberly,Shepard,F,0537 Patterson Turnpike,Middletown,PA,17057,40.2041,-76.7331,21329,Armed forces training and education officer,762439756486,70.47397260273972
120-96-2111,6011030835669103,James,Cohen,M,3123 Merritt Knolls,Los Angeles,CA,90016,34.0298,-118.3528,2383912,Associate Professor,475957098855,38.824657534246576
564-24-7148,3577682938440130,Elizabeth,Spencer,F,54378 Rick Forest Apt. 591,Pierce City,MO,65723,36.973,-94.0024,3606,Astronomer,730584565976,55.78082191780822
463-89-0296,3585991449207494,Renee,Powell,F,964 Davis Pike Suite 285,Lancaster,CA,93536,34.7471,-118.3687,182305,TEFL teacher,701729361186,36.47945205479452
255-19-5413,3540849932312342,Richard,Parsons,M,9806 Veronica Mountains Apt. 617,Duson,LA,70529,30.1912,-92.1525,11752,Pensions consultant,983428722963,66.75616438356164
658-57-2850,3548389359538287,Nicole,Huff,F,56129 Peterson Plaza Apt. 695,Phoenix,AZ,85048,33.316,-112.0669,1312922,Sport and exercise psychologist,161819568070,67.07123287671233
677-35-1532,180096561308768,Brett,Rivas,M,85951 Bridges Trail,Bakersfield,CA,93312,35.3935,-119.1205,520197,"Geologist, engineering",594417763558,37.31780821917808
247-76-5092,180000273008690,James,Mcclure,M,16831 Elizabeth Via,Hillsboro,TX,76645,32.0149,-97.1198,11039,Veterinary surgeon,903381263204,21.01095890410959
050-09-6148,213194149150769,Patricia,Roy,F,762 Jessica Forges,Cottage Grove,OR,97424,43.7839,-123.0529,17594,Health service manager,18340032237,28.216438356164385
452-57-9812,4207266292508177606,Vicki,Cunningham,F,0688 Jones Fields,Riverside,NJ,8075,40.0293,-74.9497,28894,"Engineer, civil (contracting)",499086652079,45.24657534246575
092-17-5148,343561781703217,Angela,Martin,F,36385 Taylor Plains Suite 613,Campton,KY,41301,37.7287,-83.494,6159,Engineering geologist,83526330772,66.21095890410959
559-38-5032,4295026480164403731,Michael,Collier,M,8127 Contreras Extension Apt. 102,Mulberry,FL,33860,27.902,-82.0015,22886,Chief Executive Officer,540642672764,49.37260273972603
550-24-1677,4486298579736385,David,Wilson,M,560 Perez Terrace,Phoenix,AZ,85015,33.5082,-112.1011,1312922,"Production assistant, television",815870988459,33.04657534246575
505-90-9644,180061770673683,Penny,Thomas,F,0682 Donna Extension,Whittier,CA,90602,33.9693,-118.0337,189948,Education administrator,692451413105,69.33424657534246
336-87-2609,2295058714692181,Matthew,Giles,M,259 Novak Throughway,Middletown,OH,45042,39.5321,-84.3896,79273,"Therapist, music",47050899490,26.197260273972603
605-69-4400,4998480220509,Tiffany,Holt,F,869 Romero Highway,Anchorage,AK,99515,61.1194,-149.8974,242037,"Conservator, furniture",967648131420,45.12602739726027
346-95-9990,213114578870711,Howard,White,M,6738 Anthony Ridges Suite 461,Weston,FL,33326,26.1158,-80.3681,53915,Visual merchandiser,790546631667,60.4986301369863
680-60-8109,3568299687225892,Christina,Gamble,F,858 Raymond Ferry,Oscoda,MI,48750,44.4465,-83.3619,8846,Field seismologist,57418047330,76.75342465753425
031-85-5905,6595790012482554,Debra,White,F,9632 Serrano Ridge Suite 232,Lexington,KY,40517,37.9849,-84.4816,296965,Site engineer,634535721783,80.95342465753424
809-51-3641,4562415285720,Thomas,Cooper,M,269 Miranda Forges,Phoenix,AZ,85013,33.5085,-112.0827,1312922,Lobbyist,667995150787,27.92054794520548
105-29-8266,2706550784685098,Frank,Freeman,M,3034 Natalie Passage Apt. 179,Glendora,CA,91740,34.1287,-117.8552,51180,Radio broadcast assistant,52247482141,47.50684931506849
535-91-5466,3540153641547151,Samantha,Harris,F,259 Lisa Mountains,Pittsburgh,PA,15237,40.5488,-80.0474,687276,"Scientist, water quality",258116272614,25.306849315068494
459-41-0751,676242141056,Cassandra,Reyes,F,987 Cassie Village,Mundelein,IL,60060,42.2636,-88.0048,37189,"Conservator, museum/gallery",527240585155,72.6082191780822
279-47-2127,4622586605989,Jennifer,Webster,F,4227 Dixon Streets Suite 859,Menomonie,WI,54751,44.8718,-91.9265,25642,"Pharmacist, hospital",403574606543,50.87123287671233
807-92-4720,4491165020002456,Margaret,Willis,F,32155 Jared Islands,Plano,TX,75025,33.0784,-96.7291,278067,"Librarian, public",36423595547,27.284931506849315
209-82-6975,213114448896698,Lisa,Moran,F,3677 Day Drive,San Bernardino,CA,92411,34.1214,-117.3172,236660,Accounting technician,399989172813,50.345205479452055
757-91-2748,373183281231236,Lawrence,Johns,M,491 Nicholas Branch,Pittsburgh,PA,15221,40.4346,-79.8655,687276,Chemical engineer,268519596983,52.56438356164384
269-63-2624,4508276817226,Steven,Castillo,M,5847 Nicholas Wall Apt. 529,Peoria,IL,61602,40.6833,-89.6049,142158,Chemical engineer,899842584633,53.967123287671235
760-59-6266,4160827172173373,Richard,Chandler,M,52229 Joyce Extension,Atlanta,GA,30312,33.7467,-84.3781,900273,Chiropractor,471298809335,95.33972602739726
674-75-1235,4388232553983589,Todd,Adams,M,7732 Roberts Brooks,Coalinga,CA,93210,36.1624,-120.3489,19504,"Teacher, English as a foreign language",284896451470,28.958904109589042
592-64-1909,4997029271205391,John,Rose,M,137 Taylor Point Apt. 220,Gallatin,TN,37066,36.3834,-86.4512,42758,Chief Technology Officer,872456963158,73.47671232876712
407-94-0890,213120048797889,Jonathan,Carroll,M,358 Lopez Route Suite 003,Lewisburg,WV,24901,37.8083,-80.4407,9128,Adult guidance worker,258995562548,25.687671232876713
661-11-9383,3517152391029294,Nicole,Beck,F,3748 Brian View,Beachwood,NJ,8722,39.9302,-74.1961,11045,"Engineer, chemical",8210493341,26.884931506849316
426-61-1355,4191260221323,Bruce,Mcdaniel,M,7201 Darren Light Suite 122,Centerville,IN,47330,39.8081,-85.0032,5755,Architectural technologist,679124338217,24.46027397260274
458-18-5619,4339304936653807,Mary,Gibson,F,124 Craig Haven Apt. 868,Soperton,GA,30457,32.3869,-82.5871,6424,Counselling psychologist,373326842305,52.013698630136986
591-86-5352,4946209355610391,Kyle,Anderson,M,13712 Lee Knolls Suite 856,Brooklyn,CT,6234,41.7807,-71.9541,8244,Information systems manager,232488012574,95.83287671232877
266-10-2559,503870615922,Karen,Grant,F,29907 Ryan Wall Apt. 632,Ridgefield,CT,6877,41.2977,-73.4973,24677,Computer games developer,312931364007,25.161643835616438
667-14-5610,372034030109564,Tyler,Elliott,M,6491 Ramos Springs Suite 546,Durham,NC,27713,35.9112,-78.9178,256789,Drilling engineer,274644991542,31.016438356164382
492-14-2243,4601080181030683173,Jennifer,Hines,F,2680 Zachary Valleys,Bordentown,NJ,8505,40.1431,-74.7032,17736,Medical technical officer,117887236764,32.536986301369865
607-04-1773,347138067130732,Gary,Novak,M,8474 Laurie Extensions Apt. 300,Dawson,AL,35963,34.3568,-85.9292,1704,Systems analyst,199437219108,37.05205479452055
545-68-5822,36694703180537,Zoe,Lara,F,627 Massey Lock,Boise,ID,83705,43.5851,-116.2191,255947,Press sub,166744344580,73.24109589041096
362-75-1050,213127000466619,Eric,Rivera,M,10797 Martinez Glen,Santa Rosa,CA,95404,38.4534,-122.6878,209844,Applications developer,820423140435,83.43561643835616
269-75-3866,213194905315200,David,Lynch,M,497 Logan Pines,Collinsville,OK,74021,36.3701,-95.8469,17359,"Research officer, government",247557111436,90.83561643835617
067-26-7590,3516698416612374,Donna,Williams,F,433 Kathleen Mews Apt. 389,Saint Louis,MO,63123,38.5476,-90.3241,927396,"Therapist, nutritional",641191827393,58.054794520547944
117-79-7309,502042620372,Amber,Murray,F,16020 Davis Plains,Snohomish,WA,98290,47.8954,-122.0716,60670,Charity officer,404737148249,65.76712328767124
719-97-9365,180021170889487,Amanda,Hoover,F,644 Eugene Crest,Austin,TX,78754,30.3423,-97.6673,940359,Production engineer,970434130050,53.81643835616438
535-66-3820,3585708200480676,Francisco,Estrada,M,69149 Davis Rue,Elko,NV,89801,40.9056,-115.5344,23298,Chartered accountant,175810829831,63.99178082191781
512-87-9674,4968827697040953141,Summer,Davis,F,56078 Gregory Haven Apt. 565,Fort Lauderdale,FL,33319,26.1848,-80.2406,711693,Clinical biochemist,637631873395,94.74520547945205
687-83-6524,4096496683496043,Jesse,Edwards,M,0285 Paul Estate,Florence,SC,29505,34.1231,-79.6893,88459,Market researcher,835714725252,61.6958904109589
846-81-6663,4089348688390624676,Brittany,Archer,F,916 Cindy Circles Apt. 413,Pulaski,PA,16143,41.0942,-80.4685,2901,"Clinical scientist, histocompatibility and immunogenetics",986066500253,65.83835616438355
367-85-9826,4361337605230458,Justin,Davis,M,025 Christensen Park Apt. 419,Erie,PA,16509,42.0763,-80.0668,187498,Chief Strategy Officer,349734538563,40.64383561643836
033-25-4738,4966177182498980888,Tina,Blair,F,8214 Scott Loop Apt. 359,Roanoke,TX,76262,33.0211,-97.2127,27648,Electrical engineer,433444305880,67.98356164383561
386-34-8945,6011969874869415,Garrett,Chapman,M,011 Jennifer Springs Apt. 075,Rosston,AR,71858,33.5617,-93.3039,1710,Fine artist,976596062877,31.767123287671232
360-15-1154,30160398863650,David,Daugherty,M,89455 Nicholas Avenue,Langhorne,PA,19047,40.1813,-74.9104,35056,Artist,652941429071,50.586301369863016
667-74-4934,4894204664896676,Jennifer,Murphy,F,2045 Grimes Overpass Suite 580,Holland,MI,49424,42.8135,-86.1426,89737,"Teacher, English as a foreign language",860928862867,31.76164383561644
787-41-3617,4623546622650,Michael,Brown,M,599 Perez Center Apt. 622,Fair Oaks,CA,95628,38.6554,-121.2611,40196,Commissioning editor,163959980994,25.583561643835615
186-98-7405,6574625916011247,Michelle,Garcia,F,488 Holder Avenue Apt. 179,Thomasville,NC,27360,35.8713,-80.0913,46084,"Scientist, clinical (histocompatibility and immunogenetics)",438009262556,74.10684931506849
729-64-9156,4129957047264261,Angela,Cross,F,38437 Perez Key,Lincoln Park,MI,48146,42.2422,-83.1807,38098,Theatre stage manager,424039957450,64.73424657534247
050-60-9079,345482421838545,Heidi,Goodwin,F,06445 Pearson Junction Apt. 311,Kahuku,HI,96731,21.675,-157.9725,3292,Counselling psychologist,214509840951,88.01095890410959
731-58-4678,180091776334279,Christopher,Lee,M,217 Klein Shoal Apt. 196,Benicia,CA,94510,38.0685,-122.1614,27088,Fine artist,46500329163,34.843835616438355
337-92-3185,630493588242,Lori,Perez,F,0018 Jennifer Locks,Turlock,CA,95380,37.4888,-120.8535,77377,Prison officer,556087328564,33.413698630136984
527-09-6963,344445446083851,Michael,Alvarez,M,8105 Dawn Crossing,Clinton,AR,72031,35.6045,-92.4758,7683,Data processing manager,500521018395,59.35342465753425
525-85-4186,180099969882905,Elizabeth,Galloway,F,271 Franco Springs Apt. 463,Palm Harbor,FL,34684,28.0848,-82.7253,74401,Animator,97969165375,63.016438356164386
554-96-6248,3524238397283398,Rebecca,Hernandez,F,870 Mora Estate,Dallas,TX,75243,32.9103,-96.7285,1263321,Tax adviser,567676146076,41.73972602739726
051-92-9472,213122101023203,Alan,Holt,M,6610 William Roads Suite 610,Long Beach,CA,90810,33.8193,-118.2325,471952,Sports development officer,898007273115,30.572602739726026
194-48-6287,2260384531980745,Jennifer,Potter,F,54695 Austin Flat,Williston,ND,58801,48.2257,-103.649,18371,Adult guidance worker,916791023343,63.054794520547944
187-01-6064,4967150066664110652,Elizabeth,Miller,F,340 Weaver Courts,Westborough,MA,1581,42.2679,-71.6176,18272,Oceanographer,900285783712,34.33150684931507
276-99-7692,676190583663,Kimberly,Phillips,F,8999 Moore Rest,Dallas,TX,75201,32.7904,-96.8044,1263321,Psychiatric nurse,16256071727,42.967123287671235
240-70-7102,213178791505966,Catherine,Chavez,F,760 David Corners,Danville,AL,35619,34.3873,-87.1454,5135,Consulting civil engineer,968221405116,57.13972602739726
466-81-8553,3560418095217550,Kayla,Mata,F,7741 Tracy Lights,Staten Island,NY,10310,40.6324,-74.1172,468730,Town planner,859787505094,64.90958904109588
099-70-9035,4199626422297585,Laurie,Cole,F,542 Madeline Key Suite 570,Rockland,MA,2370,42.1293,-70.9133,17489,"Investment banker, operational",856567308024,84.58082191780822
130-01-9470,4570900163564076,Carolyn,Wilcox,F,2828 Clay Turnpike Suite 001,Wasilla,AK,99654,61.5923,-149.3959,52168,"Radiographer, diagnostic",715198687055,48.88767123287671
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Manchester,IA,52057,42.4834,-91.449,8222,Clinical embryologist,897566796191,69.53150684931506
089-41-3047,6011053709230075,Benjamin,Jordan,M,007 Escobar Village Apt. 894,Beaufort,SC,29906,32.3823,-80.7603,40257,"Surveyor, planning and development",359537624411,78.76438356164384
233-83-2308,3569893652944716,Jennifer,Oconnor,F,3481 Rachel Stream,Parkville,MD,21234,39.3876,-76.5418,69752,Building services engineer,283620405974,67.13972602739726
047-20-5764,180032174357488,Pamela,Colon,F,68064 Williams Meadow Suite 398,Belleville,NJ,7109,40.7946,-74.1631,35897,English as a foreign language teacher,790229857846,21.77260273972603
307-70-8248,4253646280553,Amy,Velasquez,F,065 Harvey Knoll Apt. 562,Vandalia,OH,45377,39.8883,-84.2023,15215,"Engineer, land",199993309811,33.536986301369865
609-05-8862,371074091311171,Richard,Pugh,M,025 Padilla Mills,Virginia Beach,VA,23456,36.7341,-76.0359,437994,Neurosurgeon,751851133791,35.75890410958904
173-82-0390,6535412012275952,Shelby,Brown,F,0151 Lewis Stravenue,Girard,PA,16417,41.9896,-80.3178,8329,"Education officer, museum",965966086192,40.06301369863014
818-84-9638,4950740717327980591,Megan,Schneider,F,100 Roberts Springs,West Lafayette,IN,47906,40.444,-86.9237,66972,Wellsite geologist,847414495604,67.3013698630137
209-89-9486,5145203608941188,Elizabeth,Austin,F,59928 Reed Terrace,Peoria,IL,61614,40.7681,-89.6026,142158,Financial planner,411927317910,43.679452054794524
349-19-0749,371006799006968,Tommy,Stout,M,86774 Kimberly Garden,North Las Vegas,NV,89031,36.2589,-115.1718,214518,Quality manager,294209356510,47.8
129-92-3569,4944953006776257,Erin,Robinson,F,17365 Anderson Lock Apt. 417,Langhorne,PA,19047,40.1813,-74.9104,35056,Soil scientist,202957696746,54.95616438356164
063-81-3061,4334511009060539,Aaron,Duran,M,430 Olivia Crescent Apt. 667,Brooklyn,NY,11226,40.6467,-73.957,2504700,English as a second language teacher,149441575929,21.27123287671233
007-37-5481,30598875921295,Nancy,Wise,F,60336 Laura Square Apt. 755,River Falls,WI,54022,44.855,-92.6313,22358,"Scientist, research (life sciences)",82405555868,59.136986301369866
474-60-0405,3507115238023624,Annette,Pope,F,58189 Sharp Spur,Mesquite,TX,75149,32.7678,-96.6082,163734,Medical secretary,105508205498,83.41643835616438
109-99-1837,180038558819597,Paul,Vaughn,M,16880 Karen Trail Suite 378,Guntown,MS,38849,34.4563,-88.6975,5702,Trade mark attorney,239908627265,26.323287671232876
561-49-9973,4284540182272009,Christopher,Lewis,M,232 Brian Corners Suite 474,Waco,TX,76706,31.5171,-97.1198,148766,"Engineer, mining",144874152907,75.83013698630137
766-15-1082,6599302020304238,Samuel,Anderson,M,5213 Robbins Canyon Apt. 816,Seattle,WA,98115,47.6849,-122.2968,837792,Legal executive,55346391189,63.24657534246575
260-51-3229,676305937770,Henry,Leach,M,832 Gabriela Run,Fallbrook,CA,92028,33.369,-117.229,46239,"Designer, television/film set",661384884419,95.27671232876712
426-88-1213,30469029831048,David,Sanford,M,96622 Laurie Flats Apt. 670,Burnsville,MN,55337,44.7609,-93.2753,60291,Retail banker,399671948790,41.04109589041096
571-48-6844,6506362198655045,Lauren,Maxwell,F,0766 Gail Rapids Apt. 396,Navarre,FL,32566,30.4212,-86.8926,33671,Local government officer,330749144229,55.293150684931504
620-49-2741,30322626114245,Daniel,Jenkins,M,585 Nunez Courts,West Covina,CA,91790,34.0673,-117.9366,108175,"Scientist, biomedical",566292083754,34.06575342465754
041-69-8078,3596234199643387,Gina,Allen,F,472 Estrada Lakes,Casselberry,FL,32707,28.6617,-81.3122,40689,Ship broker,245826104860,73.46849315068494
267-26-0570,3511587605457698,Megan,Porter,F,9453 Rasmussen Mews Suite 974,Wailuku,HI,96793,20.8966,-156.5036,29549,"Nurse, learning disability",655962338361,65.75616438356164
392-09-7060,4212545080951,Timothy,Giles,M,152 Carlson Islands Suite 966,Corsicana,TX,75110,32.0868,-96.4762,31790,Immigration officer,493252252774,50.99178082191781
116-31-0222,30423591426141,Amy,Contreras,F,893 Laura Estate Suite 145,Orlando,FL,32821,28.3957,-81.4666,878243,Insurance broker,786895951902,62.92328767123288
464-73-6761,4310081785221,Tara,Miller,F,84523 Ochoa Shoals Suite 268,Chula Vista,CA,91911,32.6084,-117.0565,239879,Psychiatrist,293173443659,53.202739726027396
667-87-8161,502073208659,Shaun,Hoover,M,7729 Ross Islands,Austin,TX,78758,30.3764,-97.7078,940359,Optometrist,211262141040,33.93972602739726
004-15-4566,676305278100,Tanya,Richardson,F,02722 Kyle Island,Eagle Pass,TX,78852,28.7028,-100.4818,53040,"Psychologist, educational",930558644123,28.156164383561645
123-55-0434,3539136817203132,Jamie,Reed,F,620 Barbara Roads,Houston,TX,77085,29.6218,-95.4819,2906700,Radio producer,273950593574,64.47671232876712
131-93-6120,3533222739389922,Aaron,Cox,M,353 Jeremy Meadow Apt. 850,La Grange,KY,40031,38.4029,-85.3928,22863,"Psychotherapist, child",100489762211,51.394520547945206
565-59-0747,213169718236017,Alexis,Martinez,F,58388 Janice Walks Suite 648,Phoenix,AZ,85031,33.4939,-112.1696,1312922,Further education lecturer,445728917258,53.43561643835616
206-42-7252,4233222801944258926,Mitchell,Ortega,M,56062 Clark Shoal,Fresno,CA,93722,36.7918,-119.8801,570271,Artist,429068169930,69.83287671232877
854-82-7845,4180467413072,Michael,Perez,M,85201 Kim Extensions Suite 084,Fayetteville,NC,28311,35.1294,-78.8982,238602,Oceanographer,628049797511,62.865753424657534
